Admin_Unit_Code,Sub_Unit_Code,Site_Name,Plot_Name,Location_Type,Habitat,Year,Date,Start_Time,End_Time,Month,Month_Name,Day,Day_Of_Week,Observation_Hour,Observation_Duration_Min,Season,Observer,Visit,Interval_Length,ID_Method,Distance,Distance_Category,Distance_Standardized,Flyover_Observed,Sex,Sex_Standardized,Common_Name,Scientific_Name,AcceptedTSN,Taxon_Code,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Conservation_Priority,Temperature,Humidity,Sky,Wind,Disturbance,Initial_Three_Min_Cnt,Previously_Obs,Source_Sheet
MONO,,MONO 1,MONO-0077,Forest,Forest,2018,2018-06-05,06:15:00,06:25:00,6,June,5,Tuesday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,15.6000003814697,75.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0077,Forest,Forest,2018,2018-06-05,06:15:00,06:25:00,6,June,5,Tuesday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,False,True,Regional Stewardship Only,15.6000003814697,75.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0077,Forest,Forest,2018,2018-06-05,06:15:00,06:25:00,6,June,5,Tuesday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,True,True,High Priority (Watchlist & Stewardship),15.6000003814697,75.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0077,Forest,Forest,2018,2018-06-05,06:15:00,06:25:00,6,June,5,Tuesday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,15.6000003814697,75.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0077,Forest,Forest,2018,2018-06-05,06:15:00,06:25:00,6,June,5,Tuesday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,False,False,Standard / Secure,15.6000003814697,75.3000030517578,Partly Cloudy,Calm (< 1 mph) smoke rises vertically,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,False,True,Regional Stewardship Only,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Indigo Bunting,Passerina cyanea,179150,94257,INBU,False,True,Regional Stewardship Only,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,House Wren,Troglodytes aedon,178541,88306,HOWR,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,False,True,Regional Stewardship Only,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309,85791,GCFL,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Acadian Flycatcher,Empidonax virescens,178339,85824,ACFL,False,True,Regional Stewardship Only,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Carolina Chickadee,Poecile carolinensis,554383,265876,CACH,False,True,Regional Stewardship Only,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Common Yellowthroat,Geothlypis trichas,178944,92708,COYE,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Fish Crow,Corvus ossifragus,179737,87112,FICR,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0074,Forest,Forest,2018,2018-06-05,07:09:00,07:19:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,5 - 7.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,American Crow,Corvus brachyrhynchos,179731,87106,AMCR,False,False,Standard / Secure,19.2000007629395,76.1999969482422,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Scarlet Tanager,Piranga olivacea,179883,88071,SCTA,False,True,Regional Stewardship Only,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Hairy Woodpecker,Picoides villosus,178262,85739,HAWO,False,False,Standard / Secure,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Blue Jay,Cyanocitta cristata,179680,86252,BLJA,False,False,Standard / Secure,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0084,Forest,Forest,2018,2018-06-05,07:45:00,07:55:00,6,June,5,Tuesday,7,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,False,False,Standard / Secure,19.6000003814697,72.4000015258789,Partly Cloudy,Light air movement (1-3 mph) smoke drifts,Moderate effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,False,False,Standard / Secure,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,White-breasted Nuthatch,Sitta carolinensis,178775,90935,WBNU,False,False,Standard / Secure,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Red-bellied Woodpecker,Melanerpes carolinus,178195,84865,RBWO,False,False,Standard / Secure,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,5 - 7.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,True,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 1,MONO-0091,Forest,Forest,2018,2018-06-05,08:04:00,08:14:00,6,June,5,Tuesday,8,10.0,Summer (Breeding Peak),Kimberly Serno,2,7.5 - 10 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,False,False,Standard / Secure,17.0,78.4000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Cedar Waxwing,Bombycilla cedrorum,178532,88296,CEDW,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Calling,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,American Robin,Turdus migratorius,179759,87136,AMRO,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Brown-headed Cowbird,Molothrus ater,179112,94215,BHCO,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Red-eyed Vireo,Vireo olivaceus,179021,93587,REVI,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581,88350,CARW,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Chipping Sparrow,Spizella passerina,179435,84781,CHSP,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Eastern Wood-Pewee,Contopus virens,178359,85846,EAWP,False,True,Regional Stewardship Only,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,House Wren,Troglodytes aedon,178541,88306,HOWR,False,False,Standard / Secure,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,True,,MONO
MONO,,MONO 2,MONO-0052,Forest,Forest,2018,2018-06-14,09:50:00,10:00:00,6,June,14,Thursday,9,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,Undetermined,Undetermined,Pine Warbler,Setophaga pinus,950045,890952,PIWA,False,True,Regional Stewardship Only,25.2000007629395,53.5999984741211,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Serious effect on count,False,,MONO
MONO,,MONO 1,MONO-0069,Forest,Forest,2018,2018-06-14,06:00:00,06:10:00,6,June,14,Thursday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,Undetermined,Undetermined,Wood Thrush,Hylocichla mustelina,179777,87156,WOTH,True,True,High Priority (Watchlist & Stewardship),22.6000003814697,61.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0069,Forest,Forest,2018,2018-06-14,06:00:00,06:10:00,6,June,14,Thursday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,5 - 7.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,22.6000003814697,61.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,,MONO
MONO,,MONO 1,MONO-0069,Forest,Forest,2018,2018-06-14,06:00:00,06:10:00,6,June,14,Thursday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124,94228,NOCA,False,False,Standard / Secure,22.6000003814697,61.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,,MONO
MONO,,MONO 1,MONO-0069,Forest,Forest,2018,2018-06-14,06:00:00,06:10:00,6,June,14,Thursday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,2.5 - 5 min,Singing,<= 50 Meters,Near (<= 50m),<= 50 Meters,False,,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,False,False,Standard / Secure,22.6000003814697,61.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,False,,MONO
MONO,,MONO 1,MONO-0069,Forest,Forest,2018,2018-06-14,06:00:00,06:10:00,6,June,14,Thursday,6,10.0,Summer (Breeding Peak),Kimberly Serno,2,0-2.5 min,Singing,50 - 100 Meters,Far (50 - 100m),50 - 100 Meters,False,,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138,266957,ETTI,False,False,Standard / Secure,22.6000003814697,61.9000015258789,Partly Cloudy,Light breeze (4-7 mph) wind felt on face,Moderate effect on count,True,,MONO
